,vehicle_id,vehicle_type,depart_time,O_location,D_location,p1_id,p2_id,O_x_coord,O_y_coord,D_x_coord,D_y_coord
144,136,0_1,1493596940.0,3667.0,2390.0,,,110.1852208,20.0391984,110.3242171,20.0017526
145,63,0_1,1493596940.0,2227.0,2390.0,,,110.3200411,19.9995377,110.3242171,20.0017526
146,132,0,1493599920.0,2227.0,2390.0,1633.0,,110.3200411,19.9995377,110.3242171,20.0017526
147,132,1_1,1493599920.0,2227.0,2390.0,1633.0,,110.3200411,19.9995377,110.3242171,20.0017526
148,329,0_1,1493596940.0,3571.0,2390.0,,,110.3545553,20.0743586,110.3242171,20.0017526
149,65,0_1,1493596940.0,3651.0,2390.0,,,110.1997922,20.0584788,110.3242171,20.0017526
150,248,0_1,1493596940.0,3651.0,2390.0,,,110.1997922,20.0584788,110.3242171,20.0017526
151,149,0_1,1493596940.0,823.0,2390.0,,,110.2871884,20.0093471,110.3242171,20.0017526
152,67,0_1,1493596940.0,2697.0,2390.0,,,110.3493853,19.9186334,110.3242171,20.0017526
153,68,0_1,1493596940.0,1453.0,2390.0,,,110.2620563,20.0054437,110.3242171,20.0017526
154,70,0_1,1493596940.0,487.0,2390.0,,,110.3368436,20.036208,110.3242171,20.0017526
155,239,0_1,1493596940.0,487.0,2390.0,,,110.3368436,20.036208,110.3242171,20.0017526
156,372,0_1,1493596940.0,487.0,2390.0,,,110.3368436,20.036208,110.3242171,20.0017526
157,72,0_1,1493596940.0,2218.0,2390.0,,,110.3401534,20.0289451,110.3242171,20.0017526
158,137,0_1,1493596940.0,2218.0,2390.0,,,110.3401534,20.0289451,110.3242171,20.0017526
159,232,0_1,1493596940.0,1315.0,2390.0,,,110.3570354,20.0289281,110.3242171,20.0017526
160,74,0_1,1493596940.0,1549.0,2390.0,,,110.3470871,20.0655831,110.3242171,20.0017526
161,351,0_1,1493596940.0,1549.0,2390.0,,,110.3470871,20.0655831,110.3242171,20.0017526
162,96,0_1,1493596940.0,1342.0,2390.0,,,110.3623881,20.0295795,110.3242171,20.0017526
163,77,0_1,1493596940.0,814.0,2390.0,,,110.2700487,20.0150663,110.3242171,20.0017526
164,343,0_1,1493596940.0,1556.0,2390.0,,,110.3345853,20.062167,110.3242171,20.0017526
165,79,0_1,1493596940.0,3435.0,2390.0,,,110.3660652,20.0082413,110.3242171,20.0017526
166,82,0_1,1493596940.0,3435.0,2390.0,,,110.3660652,20.0082413,110.3242171,20.0017526
167,100,0_1,1493596940.0,3435.0,2390.0,,,110.3660652,20.0082413,110.3242171,20.0017526
168,335,0_1,1493596940.0,3435.0,2390.0,,,110.3660652,20.0082413,110.3242171,20.0017526
169,345,0_1,1493596940.0,3863.0,2390.0,,,110.3162431,19.9845495,110.3242171,20.0017526
170,352,0_1,1493596940.0,3863.0,2390.0,,,110.3162431,19.9845495,110.3242171,20.0017526
171,176,0_1,1493596940.0,2631.0,2390.0,,,110.3391423,20.0783624,110.3242171,20.0017526
172,90,0_1,1493596940.0,810.0,2390.0,,,110.3169188,20.0183294,110.3242171,20.0017526
173,91,0_1,1493596940.0,3835.0,2390.0,,,110.4604107,19.9420465,110.3242171,20.0017526
174,92,0_1,1493596940.0,3589.0,2390.0,,,110.1915533,20.0592676,110.3242171,20.0017526
175,95,0_1,1493596940.0,1748.0,2390.0,,,110.2806238,20.0035368,110.3242171,20.0017526
176,99,0_1,1493596940.0,1076.0,2390.0,,,110.3488917,19.989201,110.3242171,20.0017526
177,103,0_1,1493596940.0,1096.0,2390.0,,,110.2817039,19.9781657,110.3242171,20.0017526
178,281,0_1,1493596940.0,1178.0,2390.0,,,110.3389153,20.0651414,110.3242171,20.0017526
179,105,0_1,1493596940.0,376.0,2390.0,,,110.3824824,19.9843319,110.3242171,20.0017526
180,107,0_1,1493596940.0,892.0,2390.0,,,110.2973224,20.017214,110.3242171,20.0017526
181,334,0_1,1493596940.0,892.0,2390.0,,,110.2973224,20.017214,110.3242171,20.0017526
182,25,0_1,1493599940.0,892.0,2390.0,,,110.2973224,20.017214,110.3242171,20.0017526
183,108,0_1,1493596940.0,1773.0,2390.0,,,110.298201,20.0221929,110.3242171,20.0017526
184,250,0_1,1493596940.0,3391.0,2390.0,,,110.3319369,20.0195574,110.3242171,20.0017526
185,114,0_1,1493596940.0,1348.0,2390.0,,,110.3538777,20.0403448,110.3242171,20.0017526
186,377,0_1,1493596940.0,1348.0,2390.0,,,110.3538777,20.0403448,110.3242171,20.0017526
187,116,0_1,1493596940.0,1580.0,2390.0,,,110.346009,20.0480325,110.3242171,20.0017526
188,117,0_1,1493596940.0,38.0,2390.0,,,110.3204729,20.0245874,110.3242171,20.0017526
189,225,0_1,1493596940.0,38.0,2390.0,,,110.3204729,20.0245874,110.3242171,20.0017526
190,358,0_1,1493596940.0,38.0,2390.0,,,110.3204729,20.0245874,110.3242171,20.0017526
191,394,0_1,1493596940.0,38.0,2390.0,,,110.3204729,20.0245874,110.3242171,20.0017526
192,118,0_1,1493596940.0,1728.0,2390.0,,,110.2927417,20.0065985,110.3242171,20.0017526
193,120,0_1,1493596940.0,1752.0,2390.0,,,110.2973518,20.0171734,110.3242171,20.0017526
194,147,0,1493599990.0,3295.0,2390.0,1633.0,,110.3207849,20.0059378,110.3242171,20.0017526
195,147,1_1,1493599990.0,3295.0,2390.0,1633.0,,110.3207849,20.0059378,110.3242171,20.0017526
196,124,0_1,1493596940.0,599.0,2390.0,,,110.3736353,20.0368722,110.3242171,20.0017526
197,130,0_1,1493596940.0,248.0,2390.0,,,110.3616814,20.0579537,110.3242171,20.0017526
198,131,0_1,1493596940.0,1557.0,2390.0,,,110.3391732,20.0516407,110.3242171,20.0017526
199,189,0_1,1493596940.0,2109.0,2390.0,,,110.2897091,19.952508,110.3242171,20.0017526
200,192,0_1,1493596940.0,1035.0,2390.0,,,110.3671562,19.9885656,110.3242171,20.0017526
201,254,0_1,1493596940.0,1035.0,2390.0,,,110.3671562,19.9885656,110.3242171,20.0017526
202,393,0_1,1493596940.0,1035.0,2390.0,,,110.3671562,19.9885656,110.3242171,20.0017526
203,141,0_1,1493596940.0,1135.0,2390.0,,,110.3443557,19.9802217,110.3242171,20.0017526
204,383,0_1,1493596940.0,1135.0,2390.0,,,110.3443557,19.9802217,110.3242171,20.0017526
205,341,0_1,1493596940.0,1183.0,2390.0,,,110.316197,20.0634109,110.3242171,20.0017526
206,357,0_1,1493596940.0,1051.0,2390.0,,,110.3636388,20.0001997,110.3242171,20.0017526
207,145,0_1,1493596940.0,533.0,2390.0,,,110.3552614,20.050969,110.3242171,20.0017526
208,147,0_1,1493596940.0,1791.0,2390.0,,,110.2190796,19.9302172,110.3242171,20.0017526
209,152,0_1,1493596940.0,2648.0,2390.0,,,110.3495632,20.0220871,110.3242171,20.0017526
210,153,0_1,1493596940.0,1139.0,2390.0,,,110.433372,19.968503,110.3242171,20.0017526
211,158,0_1,1493596940.0,1370.0,2390.0,,,110.3675838,20.0289556,110.3242171,20.0017526
212,159,0_1,1493596940.0,2692.0,2390.0,,,110.3380385,19.9842786,110.3242171,20.0017526
213,160,0_1,1493596940.0,1607.0,2390.0,,,110.4046998,20.0493791,110.3242171,20.0017526
214,162,0_1,1493596940.0,544.0,2390.0,,,110.3730519,20.0123614,110.3242171,20.0017526
215,163,0_1,1493596940.0,1028.0,2390.0,,,110.383456,19.9709643,110.3242171,20.0017526
216,167,0_1,1493596940.0,1230.0,2390.0,,,110.3396865,20.0578629,110.3242171,20.0017526
217,168,0_1,1493596940.0,3404.0,2390.0,,,110.3042334,20.0184176,110.3242171,20.0017526
218,169,0_1,1493596940.0,2358.0,2390.0,,,110.3466752,20.0534517,110.3242171,20.0017526
219,170,0_1,1493596940.0,78.0,2390.0,,,110.3150659,20.0242176,110.3242171,20.0017526
220,171,0_1,1493596940.0,260.0,2390.0,,,110.4920137,19.9370282,110.3242171,20.0017526
221,193,0_1,1493596940.0,260.0,2390.0,,,110.4920137,19.9370282,110.3242171,20.0017526
222,174,0_1,1493596940.0,1309.0,2390.0,,,110.3485243,20.0384661,110.3242171,20.0017526
223,184,0_1,1493596940.0,489.0,2390.0,,,110.3334693,20.0403701,110.3242171,20.0017526
224,186,0_1,1493596940.0,719.0,2390.0,,,110.200263,20.0141107,110.3242171,20.0017526
225,234,0_1,1493596940.0,719.0,2390.0,,,110.200263,20.0141107,110.3242171,20.0017526
226,194,0_1,1493596940.0,1596.0,2390.0,,,110.3733024,20.0022099,110.3242171,20.0017526
227,206,0_1,1493596940.0,469.0,2390.0,,,110.3738016,20.0184417,110.3242171,20.0017526
228,209,0_1,1493596940.0,496.0,2390.0,,,110.3384474,20.0541928,110.3242171,20.0017526
229,302,0_1,1493596940.0,496.0,2390.0,,,110.3384474,20.0541928,110.3242171,20.0017526
230,211,0_1,1493596940.0,1339.0,2390.0,,,110.3414732,20.004383,110.3242171,20.0017526
231,218,0_1,1493596940.0,1738.0,2390.0,,,110.3092079,20.002332,110.3242171,20.0017526
232,224,0_1,1493596940.0,2192.0,2390.0,,,110.3471169,19.9919888,110.3242171,20.0017526
233,309,0_1,1493596940.0,2192.0,2390.0,,,110.3471169,19.9919888,110.3242171,20.0017526
234,301,0_1,1493596940.0,3285.0,2390.0,,,110.3622786,19.9857893,110.3242171,20.0017526
235,238,0_1,1493596940.0,860.0,2390.0,,,110.2901851,19.9815014,110.3242171,20.0017526
236,268,0_1,1493596940.0,2679.0,2390.0,,,110.2803676,19.9933808,110.3242171,20.0017526
237,243,0_1,1493596940.0,2211.0,2390.0,,,110.3517103,20.0236588,110.3242171,20.0017526
238,297,0_1,1493596940.0,2211.0,2390.0,,,110.3517103,20.0236588,110.3242171,20.0017526
239,245,0_1,1493599820.0,2211.0,2390.0,,,110.3517103,20.0236588,110.3242171,20.0017526
240,245,0_1,1493596940.0,2229.0,2390.0,,,110.3054238,19.9928349,110.3242171,20.0017526
241,327,0_1,1493596940.0,1095.0,2390.0,,,110.2944165,19.9781804,110.3242171,20.0017526
242,253,0_1,1493596940.0,394.0,2390.0,,,110.4164729,20.060289,110.3242171,20.0017526
243,269,0_1,1493596940.0,1735.0,2390.0,,,110.2978197,20.0147955,110.3242171,20.0017526
244,282,0_1,1493596940.0,1735.0,2390.0,,,110.2978197,20.0147955,110.3242171,20.0017526
245,262,0_1,1493596940.0,2228.0,2390.0,,,110.3242209,19.999546,110.3242171,20.0017526
246,91,1,1493599490.0,2228.0,2390.0,297.0,60.0,110.3242209,19.999546,110.3242171,20.0017526
247,266,0_1,1493596940.0,1555.0,2390.0,,,110.3397274,20.0579927,110.3242171,20.0017526
248,293,0_1,1493596940.0,3291.0,2390.0,,,110.364405,19.983063,110.3242171,20.0017526
249,368,0_1,1493596940.0,3291.0,2390.0,,,110.364405,19.983063,110.3242171,20.0017526
250,280,0_1,1493596940.0,194.0,2390.0,,,110.3432178,20.0358849,110.3242171,20.0017526
251,303,0_1,1493596940.0,1754.0,2390.0,,,110.3224961,20.0164463,110.3242171,20.0017526
252,287,0_1,1493596940.0,448.0,2390.0,,,110.3516669,20.0190248,110.3242171,20.0017526
253,333,0_1,1493596940.0,448.0,2390.0,,,110.3516669,20.0190248,110.3242171,20.0017526
254,294,0_1,1493596940.0,716.0,2390.0,,,110.2221599,20.0107237,110.3242171,20.0017526
255,298,0_1,1493596940.0,1078.0,2390.0,,,110.3409699,19.9883926,110.3242171,20.0017526
256,300,0_1,1493596940.0,2234.0,2390.0,,,110.3242048,19.9928843,110.3242171,20.0017526
257,305,0_1,1493596940.0,3840.0,2390.0,,,110.4657353,19.94378,110.3242171,20.0017526
258,306,0_1,1493596940.0,2059.0,2390.0,,,110.1860578,20.0430558,110.3242171,20.0017526
